Cód. UO;Categoria;Descrição categ.;Nome UO;Sigla UO;Data criação;Endereço;Compl. Endereço;Bairro;CEP;Cód. Município;Nome município;UF;DDD;Telefone;Ramal;Fax;e-mail;Porte;CNPJ;Unidade ativa;Situação Unidade;Descrição situação unidade;Horário início atend.;Horário fim atend.
10021060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO FÉLIX DO ARAGUAIA;APSSFA;03/12/2012;AV. AÇAÍ Nº 634 - JD PINDORAMA        ;;;78670000       ;10092;SAO FELIX DO ARAGUA;MT;66;35221261;;35221225;aps10021060@inss.gov.br;D;;1;1;EM FUNCIONAMENTO;700;1300
10021090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CONFRESA             ;APSCON;03/12/2012;AV. AIRTON SENA S/N                   ;;CENTRO       ;78652000       ;10179;CONFRESA           ;MT;66;35642084;;35642085;aps10021090@inss.gov.br;D;;1;1;EM FUNCIONAMENTO;700;1300
10021120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LUCAS DO RIO VERDE   ;APSLRV;03/12/2012;RUA PARANAPANEMA LT 11 - QDA 71-A B   ;JARDIM DAS PALMEIRAS;;78455000       ;10156;LUCAS DO RIO VERDE ;MT;;;;;aps10021120@inss.gov.br;D;;1;1;EM FUNCIONAMENTO;700;1300
11001010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BELO HORIZONTE-BARREI;APSBBR;29/09/2000;AV. TITO FULGÊNCIO, 104               ;;BARREIRO     ;30640010       ;11062;BELO HORIZONTE     ;MG;31;33333903;;;aps11001010@inss.gov.br;B;29979036062847;1;1;EM FUNCIONAMENTO;700;1700
11001040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BELO HORIZONTE-PADRE ;APSBPE;29/09/2000;RUA PADRE EUSTAQUIO, 1.831 - 2º ANDAR ;;PADRE EUSTAQU;30720100       ;11062;BELO HORIZONTE     ;MG;31;34196876;;34196888;aps11001040@inss.gov.br;A;29979036063061;1;1;EM FUNCIONAMENTO;700;1700
11001100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BELO HORIZONTE-VENDA ;APSBVN;29/09/2000;RUA PADRE PEDRO PINTO, 422 - LOJAS 1 E;;VENDA NOVA   ;31610000       ;11062;BELO HORIZONTE     ;MG;31;34083700;;;aps11001100@inss.gov.br;A;;1;1;EM FUNCIONAMENTO;700;1700
11001140;36;apsai   ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO ACORDOS I;APSAIB;12/09/2011;AV AMAZONAS, 266                      ;SALA 901            ;CENTRO       ;30180001       ;11062;BELO HORIZONTE     ;MG;31;32494605;;;apsai11001140@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1600
11021030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CONSELHEIRO LAFAIETE ;APSCLF;29/09/2000;AV.TELESFORO CANDIDO DE RESENDE, 72   ;;CENTRO       ;36400000       ;11183;CONSELHEIRO LAFAIET;MG;31;37632097;;37632097;aps11021030@inss.gov.br;B;29979036011185;1;1;EM FUNCIONAMENTO;700;1700
11021060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO JOÃO DEL REI     ;APSSJD;29/09/2000;AVENIDA TIRADENTES, 684               ;;CENTRO       ;36307348       ;11625;SAO JOAO DEL REI   ;MG;32;33712011;;33718638;aps11021060@inss.gov.br;B;29979036010022;1;1;EM FUNCIONAMENTO;700;1700
11021090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VISCONDE DO RIO BRANC;APSVIS;29/09/2000;AV. DR CARLOS SOARES, 414             ;;CENTRO       ;36520000       ;11720;VISCONDE DO RIO BRA;MG;32;35511233;;35511233;aps11021090@inss.gov.br;C;29979036012157;1;1;EM FUNCIONAMENTO;800;1800
11022020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CONTAGEM             ;APSCTG;29/09/2000;AV  CARDEAL EUGÊNIO PACELLI, 1819     ;;CIDADE INDUST;32210000       ;11186;CONTAGEM           ;MG;31;33293281;;33293281;aps11022020@inss.gov.br;A;29979036065862;1;1;EM FUNCIONAMENTO;700;1700
11022080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SANTA LUZIA          ;APSSAN;29/09/2000;RUA FRANCISCO VIANA DOS SANTOS, 63    ;;ESPLANADA    ;33025000       ;11578;SANTA LUZIA        ;MG;31;36415108;;36416679;aps11022080@inss.gov.br;C;29979036049158;1;1;EM FUNCIONAMENTO;700;1700
11022110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BRUMADINHO           ;APSBRU;08/10/2003;RUA JOSÉ DA SILVA FERNANDES, 57       ;BAIRRO LOURDES      ;;35460000       ;11090;BRUMADINHO         ;MG;31;35711528;;35711695;aps11022110@inss.gov.br;D;29979036012742;1;1;EM FUNCIONAMENTO;700;1300
11022140;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJC;12/09/2011;AV CARDEAL EUGENIO PACELLI - 1819     ;;CIDADE INDUST;32210000       ;11186;CONTAGEM           ;MG;31;33293233;;;apsdj11022140@inss.gov.;D;;1;1;EM FUNCIONAMENTO;700;1600
11023030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL FORMIGA              ;APSFMG;29/09/2000;RUA DOS VIAJANTES, 11                 ;;CENTRO       ;35570000       ;11261;FORMIGA            ;MG;37;33221122;;33214250;aps11023030@inss.gov.br;A;29979036013471;1;1;EM FUNCIONAMENTO;700;1700
11023060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PARÁ DE MINAS        ;APSPAR;29/09/2000;RUA BENEDITO VALADARES, 266           ;;CENTRO       ;35660630       ;11471;PARA DE MINAS      ;MG;37;32312371;;32312396;aps11023060@inss.gov.br;B;29979036011509;1;1;EM FUNCIONAMENTO;700;1500
11023090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ABAETÉ               ;APSABA;08/10/2003;AVENIDA DR. GUIDO Nº 740              ;;CENTRO       ;35620000       ;11002;ABAETE             ;MG;37;35411006;;35411006;aps11023090@inss.gov.br;D;29979036078689;1;1;EM FUNCIONAMENTO;700;1700
11023120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL DORES DO INDAIÁ      ;APSDOR;08/10/2003;PR PROF. WALDEMAR DE ALMEIDA BARBOSA, ;;CENTRO       ;35610000       ;11232;DORES DO INDAIA    ;MG;37;35511709;;35511709;aps11023120@inss.gov.br;D;29979036014443;1;1;EM FUNCIONAMENTO;700;1700
11023160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PITANGUI             ;APSPIT;08/10/2003;PRAÇA DA CÂMARA, 14                   ;SALA                ;CENTRO       ;35650000       ;11514;PITANGUI           ;MG;37;32714032;;32714473;aps11023160@inss.gov.br;D;29979036090549;1;1;EM FUNCIONAMENTO;800;1400
11023190;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ARCOS                ;APSARC;27/10/2010;RUA JARBAS FERREIRA PIRES, 201        ;;CENTRO       ;35588000       ;11042;ARCOS              ;MG;37;36904683;;;aps11023190@inss.gov.br;D;29979036131911;1;1;EM FUNCIONAMENTO;800;1400
11023220;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MONTE SANTO DE MINAS ;APSMSM;01/12/2011;AVENIDA VITAL PAULINO DA COSTA 1420   ;;CENTRO       ;37958000       ;11432;MONTE SANTO DE MINA;MG;37;36904686;;;aps11023220@inss.gov.br;D;29979036142018;1;1;EM FUNCIONAMENTO;800;1400
11024030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CARATINGA            ;APSCRT;29/09/2000;RUA JOÃO PINHEIRO, 60                 ;;CENTRO       ;35300037       ;11134;CARATINGA          ;MG;33;33216043;;33213398;aps11024030@inss.gov.br;A;29979036014281;1;1;EM FUNCIONAMENTO;700;1700
11024060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL IPATINGA             ;APSIPA;29/09/2000;RUA POÇOS DE CALDAS,  15              ;;CENTRO       ;35160033       ;11313;IPATINGA           ;MG;31;38224841;;38235053;aps11024060@inss.gov.br;A;29979036042811;1;1;EM FUNCIONAMENTO;700;1700
11024110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TIMÓTEO              ;APSTIM;29/09/2000;RUA 05 DE MARÇO, 37                   ;;CENTRO       ;35180046       ;11687;TIMOTEO            ;MG;31;38491444;;;aps11024110@inss.gov.br;B;29979036010618;1;1;EM FUNCIONAMENTO;700;1700
11024140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CONSELHEIRO PENA     ;APSCON;08/10/2003;RUA MARIA FRANCISCA DE JESUS ,112     ;;CENTRO       ;35240000       ;11184;CONSELHEIRO PENA   ;MG;33;32612390;;32612390;aps11024140@inss.gov.br;D;29979036067300;1;1;EM FUNCIONAMENTO;800;1400
11024180;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SANTA MARIA DO SUAÇUÍ;APSSMS;07/02/2002;RUA  DOMINGOS PETRUCELLI              ;175                 ;CENTRO       ;39780000       ;11582;SANTA MARIA DO SUAC;MG;33;34311607;;34312348;aps11024180@inss.gov.br;D;29979036118222;1;1;EM FUNCIONAMENTO;800;1400
11024210;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJG;12/09/2011;R AFONSO PENA - 3016                  ;;CENTRO       ;35010001       ;11277;GOVERNADOR VALADARE;MG;33;32126922;;;apsdj11024210@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1700
11025030;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJF;10/06/1999;RUA MARECHAL DEODORO, 722             ;3º ANDAR            ;CENTRO       ;36015460       ;11367;JUIZ DE FORA       ;MG;32;32575120;;32575173;apsdj11025030@inss.gov.;D;29979036064890;1;1;EM FUNCIONAMENTO;800;1600
11025060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LEOPOLDINA           ;APSLEO;29/09/2000;RUA DR. ANTONIO DE OLIVEIRA GUIMARÃES ;;CENTRO       ;36700000       ;11384;LEOPOLDINA         ;MG;32;34411874;;34412309;aps11025060@inss.gov.br;C;29979036011347;1;1;EM FUNCIONAMENTO;700;1700
11025090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PALMA                ;APSPAL;08/10/2003;RUA HEITOR BARBOSA , 76               ;;CENTRO       ;36750000       ;11467;PALMA              ;MG;32;34461228;;34461228;aps11025090@inss.gov.br;D;29979036064548;1;1;EM FUNCIONAMENTO;700;1700
11025120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JUIZ DE FORA - MORRO ;APSJFM;08/06/2006;AV DOS ANDRADAS - 221                 ;;CENTRO       ;36036000       ;11367;JUIZ DE FORA       ;MG;32;32575264;;;aps11025120@inss.gov.br;D;29979036138509;1;1;EM FUNCIONAMENTO;700;1700
11026020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ESPINOSA             ;APSESP;29/09/2000;AVENIDA JOÃO ARAÚJO LINS, 60          ;;CENTRO       ;39510000       ;11243;ESPINOSA           ;MG;38;38121519;;38121524;aps11026020@inss.gov.br;C;29979036100013;1;1;EM FUNCIONAMENTO;800;1400
11026050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MONTES CLAROS        ;APSMON;29/09/2000;RUA DOM PEDRO II 152                  ;;CENTRO       ;39400058       ;11433;MONTES CLAROS      ;MG;38;32246203;;32246229;aps11026050@inss.gov.br;A;29979036065609;1;1;EM FUNCIONAMENTO;700;1700
11026080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SALINAS              ;APSSAL;28/05/2002;RUA BELO HORIZONTE, 44                ;;CENTRO       ;39560000       ;11570;SALINAS            ;MG;38;38413248;;;aps11026080@inss.gov.br;C;29979036079570;1;1;EM FUNCIONAMENTO;800;1600
11026130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO PARDO DE MINAS   ;APSRPM;08/10/2003;PRAÇA MARECHAL DEODORO,  196          ;;CENTRO       ;39530000       ;11556;RIO PARDO DE MINAS ;MG;38;38241600;;;aps11026130@inss.gov.br;D;29979036119628;1;1;EM FUNCIONAMENTO;800;1400
11026160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO JOÃO DO PARAISO  ;APSSJP;12/09/2011;RUA MATO GROSSO 315                   ;MORADA DO SOL       ;CENTRO       ;39540000       ;11627;SAO JOAO DO PARAISO;MG;38;38321311;;38322170;aps11026160@inss.gov.br;D;29979036138843;1;1;EM FUNCIONAMENTO;800;1400
11027010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BARÃO DE COCAIS      ;APSBAC;29/09/2000;R PRESIDENTE TANCREDO NEVES, 45       ;;CENTRO       ;35970000       ;11054;BARAO DE COCAIS    ;MG;31;38371844;;38371953;aps11027010@inss.gov.br;C;29979036011266;1;1;EM FUNCIONAMENTO;800;1400
11027040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITABIRITO            ;APSITB;29/09/2000;AVENIDA QUEIROZ JUNIOR, 216           ;;CENTRO       ;35450000       ;11319;ITABIRITO          ;MG;31;35691538;;35611701;aps11027040@inss.gov.br;C;29979036009792;1;1;EM FUNCIONAMENTO;700;1700
11027070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL NOVA LIMA            ;APSNOV;29/09/2000;PRACA CORONEL ARISTIDES, 15           ;;CENTRO       ;34000000       ;11448;NOVA LIMA          ;MG;31;35891904;;35891909;aps11027070@inss.gov.br;B;29979036012823;1;1;EM FUNCIONAMENTO;800;1800
11027100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SABARÁ               ;APSSAB;29/09/2000;R DO CARMO, 77                        ;;CENTRO       ;34505460       ;11567;SABARA             ;MG;31;36711766;;36714128;aps11027100@inss.gov.br;C;29979036010456;1;1;EM FUNCIONAMENTO;700;1300
11027130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RAPOSOS              ;APSRAP;08/10/2003;RUA PROFESSOR ANTONIO ERNESTO, 75     ;;CENTRO       ;34400000       ;11539;RAPOSOS            ;MG;31;35431010;;35431010;aps11027130@inss.gov.br;D;29979036131679;1;1;EM FUNCIONAMENTO;800;1400
11028030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITAJUBÁ              ;APSITA;29/09/2000;R DOUTOR AMERICO DE OLIVEIRA  768     ;;VARGINHA     ;37501049       ;11324;ITAJUBA            ;MG;35;36297318;;36297308;aps11028030@inss.gov.br;B;29979036009873;1;1;EM FUNCIONAMENTO;700;1700
11028060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL POUSO ALEGRE         ;APSPOU;29/09/2000;AV. PREFEITO SAPUCAÍ, 120             ;;;37550000       ;11525;POUSO ALEGRE       ;MG;35;34239000;;34232489;aps11028060@inss.gov.br;A;29979036013803;1;1;EM FUNCIONAMENTO;700;1700
11028100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL OURO FINO            ;APSSOF;08/10/2003;AV JOAQUIM FRANCISCO DE ASSIS, 190    ;;CENTRO       ;37570000       ;11460;OURO FINO          ;MG;35;34413677;;34413662;aps11028100@inss.gov.br;D;29979036116955;1;1;EM FUNCIONAMENTO;700;1700
11028130;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJP;12/09/2011;AVENIDA FRANCISCO SALES, 177          ;2º PISO             ;CENTRO       ;37701013       ;11518;POCOS DE CALDAS    ;MG;35;37290236;;37290236;apsdj11028130@inss.gov.;D;;1;1;EM FUNCIONAMENTO;700;1600
11029030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PATOS DE MINAS       ;APSPAM;29/09/2000;RUA TIRADENTES, 500                   ;;CENTRO       ;38700134       ;11480;PATOS DE MINAS     ;MG;34;38231147;;38213128;aps11029030@inss.gov.br;A;29979036015253;1;1;EM FUNCIONAMENTO;700;1700
11029060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PARACATU             ;APSPAR;07/02/2002;RUA JOSINO VALADARES, 25              ;;CENTRO       ;38600000       ;11470;PARACATU           ;MG;38;36713901;;36721643;aps11029060@inss.gov.br;C;29979036087750;1;1;EM FUNCIONAMENTO;700;1700
11029090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL IBIÁ                 ;APSIBI;16/06/2010;R PREFEITO NÓE DIAS DOS REIS, 06      ;;CENTRO       ;38950000       ;11295;IBIA               ;MG;34;36312362;;;aps11029090@inss.gov.br;D;29979036126837;1;1;EM FUNCIONAMENTO;700;1700
11029120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CARMO DO PARANAÍBA   ;APSCPA;12/09/2011;RUA DR.BARCELOS Nº 391                ;;JUSCELINO KUB;38840000       ;11143;CARMO DO PARANAIBA ;MG;34;38515361;;38514393;aps11029120@inss.gov.br;D;29979036137367;1;1;EM FUNCIONAMENTO;800;1400
11030010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ARAGUARI             ;APSARR;29/09/2000;AV. CEL TEODOLINO PEREIRA ARAÚJO, 1080;;CENTRO       ;38440167       ;11035;ARAGUARI           ;MG;34;32422636;;32422577;aps11030010@inss.gov.br;C;29979036013048;1;1;EM FUNCIONAMENTO;700;1700
11030040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL UBERLÂNDIA           ;APSUBE;29/09/2000;PRAÇA CLARIMUNDO CARNEIRO, 162        ;;CENTRO       ;38400154       ;11702;UBERLANDIA         ;MG;34;32397783;;32397783;aps11030040@inss.gov.br;A;29979036065358;1;1;EM FUNCIONAMENTO;700;1700
11030070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PRATA                ;APSPRA;08/10/2003;RUA JOAQUIM FERNANDES, 80             ;;CENTRO       ;38140000       ;11528;PRATA              ;MG;34;34312200;;34311730;aps11030070@inss.gov.br;D;29979036085979;1;1;EM FUNCIONAMENTO;800;1400
11031010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ALFENAS              ;APSALF;29/09/2000;AVENIDA GOVERNADOR VALADARES, 825     ;;CENTRO       ;37130000       ;11016;ALFENAS            ;MG;35;32915100;;32915088;aps11031010@inss.gov.br;B;29979036014010;1;1;EM FUNCIONAMENTO;700;1700
11031040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LAVRAS               ;APSLAV;29/09/2000;RUA DR. FRANCISCO SALES, 507          ;;CENTRO       ;37200000       ;11382;LAVRAS             ;MG;35;38292422;;38292417;aps11031040@inss.gov.br;B;29979036010375;1;1;EM FUNCIONAMENTO;800;1800
11031070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TRÊS PONTAS          ;APSTPT;29/09/2000;AVENIDA OSWALDO CRUZ, 580             ;;CENTRO       ;37190000       ;11694;TRES PONTAS        ;MG;35;32657769;;32651140;aps11031070@inss.gov.br;C;29979036079065;1;1;EM FUNCIONAMENTO;800;1400
11031110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAMPOS GERAIS        ;APSCGE;12/09/2011;RUA JORGE DE PAULA MEINBERG, 14       ;;CENTRO       ;37160000       ;11116;CAMPOS GERAIS      ;MG;35;38532067;;38532067;aps11031110@inss.gov.br;D;29979036138258;1;1;EM FUNCIONAMENTO;800;1400
11031140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL NEPOMUCENO           ;APSNEP;08/06/2012;RUA JOÃO LOURENÇONI, 237              ;;;37250000       ;11446;NEPOMUCENO         ;MG;35;38611458;;38611458;aps11031140@inss.gov.br;D;29979036147320;1;1;EM FUNCIONAMENTO;800;1400
11032030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL DIAMANTINA           ;APSDIA;07/02/2002;PÇA DR PRADO, 171                     ;;CENTRO       ;39100000       ;11216;DIAMANTINA         ;MG;38;35311077;;35311077;aps11032030@inss.gov.br;B;29979036066672;1;1;EM FUNCIONAMENTO;700;1700
11032060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MINAS NOVAS          ;APSMNO;07/02/2002;AV. DELFIM MOREIRA, 156 A             ;156 - A             ;CENTRO       ;39650000       ;11418;MINAS NOVAS        ;MG;33;37641112;;37641569;aps11032060@inss.gov.br;C;29979036103977;1;1;EM FUNCIONAMENTO;700;1700
11032100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SERRO                ;APSSER;04/12/2008;RUA ALFERES LUIZ PINTO, 25-A          ;;CENTRO       ;39150000       ;11671;SERRO              ;MG;38;35411918;;35411918;aps11032100@inss.gov.br;D;29979036119385;1;1;EM FUNCIONAMENTO;800;1400
11033020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MEDINA               ;APSMED;07/02/2002;RUA 1° DE JANEIRO, 120                ;;CENTRO       ;39620000       ;11414;MEDINA             ;MG;33;37531900;;37531316;aps11033020@inss.gov.br;D;29979036067644;1;1;EM FUNCIONAMENTO;700;1700
11033050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TEÓFILO OTONI        ;APSTEO;07/02/2002;RUA JOSÉ DE SOUZA NEVES, 75           ;;MARAJOARA    ;39803901       ;11686;TEOFILO OTONI      ;MG;33;35293440;;35293412;aps11033050@inss.gov.br;A;29979036065439;1;1;EM FUNCIONAMENTO;700;1700
11033090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JEQUITINHONHA        ;APSJEQ;01/11/2010;RUA BENTO V, 620 - BAIRRO VATICANO    ;;;39960000       ;11358;JEQUITINHONHA      ;MG;33;37412181;;37412165;aps11033090@inss.gov.br;D;29979036132217;1;1;EM FUNCIONAMENTO;800;1400
11033120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CARLOS CHAGAS        ;APSCAC;03/07/2012;RUA JOSÉ MIGUEL BRANDÃO               ;92                  ;CENTRO       ;39864000       ;11137;CARLOS CHAGAS      ;MG;33;36242608;;36242392;aps11033120@inss.gov.br;D;29979036148210;1;1;EM FUNCIONAMENTO;800;1800
12001020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ALTAMIRA B           ;APSALT;29/09/2000;AV. BRIGADEIRO EDUARDO GOMES, 2614    ;;ESPLANADA DO ;68372005       ;12006;ALTAMIRA           ;PA;93;35153180;;35153180;aps12001020@inss.gov.br;C;29979036072303;1;1;EM FUNCIONAMENTO;700;1700
12001060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BELÉM-JURUNAS        ;APSBJU;29/09/2000;AV.ROBERTO CAMELIER ,1080             ;;JURUNAS      ;66033640       ;12014;BELEM              ;PA;91;32729983;;32729983;aps12001060@inss.gov.br;C;;1;1;EM FUNCIONAMENTO;700;1700
12001090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BELÉM-PEDREIRA       ;APSBPD;29/09/2000;AV PEDRO MIRANDA, 1060                ;;PEDREIRA     ;66085022       ;12014;BELEM              ;PA;91;32442570;;32440512;aps12001090@inss.gov.br;C;29979036122505;1;1;EM FUNCIONAMENTO;700;1700
12001120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BRAGANÇA             ;APSBRG;29/09/2000;AV.NAZEAZENO FERREIRA S/Nº            ;;CENTRO       ;68600000       ;12017;BRAGANCA           ;PA;91;34251449;;34251424;aps12001120@inss.gov.br;C;29979036093998;1;1;EM FUNCIONAMENTO;700;1700
12001150;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CASTANHAL            ;APSCAS;29/09/2000;TV CONEGO LUIS LEITAO, 1817           ;;CENTRO       ;68743020       ;12024;CASTANHAL          ;PA;91;37211529;;37211379;aps12001150@inss.gov.br;B;29979036016144;1;1;EM FUNCIONAMENTO;800;1600
12001180;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL REDENÇÃO B           ;APSRED;29/09/2000;RUA ENGENHEIRO LUIZ ESTEVAO, SN       ;S/N                 ;ADEMAR GUIMAR;68552617       ;12084;REDENCAO           ;PA;94;34241161;;34241161;aps12001180@inss.gov.br;C;29979036084573;1;1;EM FUNCIONAMENTO;800;1400
12001210;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BREVES               ;APSBRV;08/10/2003;RUA CAPITÂO ASSIS , 299               ;;CENTRO       ;68800000       ;12018;BREVES             ;PA;91;37833417;;37833699;aps12001210@inss.gov.br;D;29979036103543;1;1;EM FUNCIONAMENTO;800;1400
12001240;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MOSQUEIRO            ;APSMOS;08/10/2003;AV JOAQUIM PEREIRA DE QUEIROZ 870     ;;CENTRO       ;68795000       ;12015;BENEVIDES          ;PA;91;37242998;;;aps12001240@inss.gov.br;D;29979036135402;1;1;EM FUNCIONAMENTO;800;1400
12001290;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PARAGOMINAS          ;APSPGM;08/10/2003;RUA SANTARÉM, 744, PRAÇA 3 IRMÃOS     ;;CENTRO       ;68625310       ;12055;PARAGOMINAS        ;PA;91;37293849;;37253414;aps12001290@inss.gov.br;D;29979036083330;1;1;EM FUNCIONAMENTO;800;1400
12001320;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ANANINDEUA           ;APSANA;02/12/2004;ARTÉRIA A-18 - CIDADE NOVA IV/V       ;;CIDADE NOVA  ;67133780       ;12008;ANANINDEUA         ;PA;91;32630292;;32630779;aps12001320@inss.gov.br;C;29979036133531;1;1;EM FUNCIONAMENTO;700;1700
12001350;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL OURILÂNDIA DO NORTE B;APSOUN;26/09/2012;RUA KAIAPÓS                           ;SETOR 3 - QD. 69    ;;68390000       ;12096;OURILANDIA DO NORTE;PA;;;;;aps12001350@inss.gov.br;D;29979036151947;1;1;EM FUNCIONAMENTO;800;1400
12001380;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VISEU                ;APSVIS;26/11/2012;AV. JUSTO CHERMONT S/N                ;;CENTRO       ;68620000       ;12083;VISEU              ;PA;91;34291291;;34291294;aps12001380@inss.gov.br;D;29979036153729;1;1;EM FUNCIONAMENTO;800;1400
12021020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GOIANÉSIA DO PARÁ    ;APSGOP;04/04/2013;RUA DA PAZ S/N                        ;;;68639000       ;12111;GOIANESIA DO PARA  ;PA;94;37790466;;;aps12001370@inss.gov.br;D;;1;1;EM FUNCIONAMENTO;700;1300
12021050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PARAUAPEBAS          ;APSPAR;04/04/2012;RUA 24 DE MARÇO Nº 40                 ;;RIO VERDE    ;68515000       ;12098;PARAUAPEBAS        ;PA;94;33561516;;33561516;aps12021050@inss.gov.br;D;;1;1;EM FUNCIONAMENTO;800;1400
